V1,V2,V3,V4,V5,V6,outage_num,cust_affected,time
events[0]=[038,09/22/2022 09:27 AM, 09/22/2022 09:27 AM, Trouble Shooter is determining repairs required, , 1231047];,# of Outages: 18,Customers Affected: 83,2022-09-22T14:57:52Z
events[1]=[049,09/22/2022 07:59 AM, 09/22/2022 07:59 AM, Trouble Shooter is determining repairs required, , 1230825];,# of Outages: 18,Customers Affected: 83,2022-09-22T14:57:52Z
events[2]=[051,09/22/2022 07:40 AM, 09/22/2022 07:40 AM, Trouble Shooter is determining repairs required, , 1230822];,# of Outages: 18,Customers Affected: 83,2022-09-22T14:57:52Z
events[3]=[051,09/22/2022 09:37 AM, 09/22/2022 09:37 AM, Customer Svc is working this single customer outage, , 1231051];,# of Outages: 18,Customers Affected: 83,2022-09-22T14:57:52Z
events[4]=[051,09/22/2022 09:41 AM, 09/22/2022 09:41 AM, Customer Svc is working this single customer outage, , 1231053];,# of Outages: 18,Customers Affected: 83,2022-09-22T14:57:52Z
events[5]=[061,09/22/2022 09:44 AM, 09/22/2022 09:44 AM, The extent of the outage has been determined, , 1231054];,# of Outages: 18,Customers Affected: 83,2022-09-22T14:57:52Z
events[6]=[066,09/22/2022 09:38 AM, 09/22/2022 09:38 AM, Customer Svc is working this single customer outage, , 1231052];,# of Outages: 18,Customers Affected: 83,2022-09-22T14:57:52Z
events[7]=[072,09/22/2022 07:55 AM, 09/22/2022 07:55 AM, A crew is currently working on the problem, , 1230824];,# of Outages: 18,Customers Affected: 83,2022-09-22T14:57:52Z
events[8]=[072,09/22/2022 08:00 AM, 09/22/2022 08:00 AM, A crew is currently working on the problem, , 1230826];,# of Outages: 18,Customers Affected: 83,2022-09-22T14:57:52Z
events[9]=[073,09/22/2022 09:20 AM, 09/22/2022 09:20 AM, Trouble Shooter is working on the problem, 09/22/2022 11:00 AM, 1231045];,# of Outages: 18,Customers Affected: 83,2022-09-22T14:57:52Z
events[10]=[076,09/22/2022 09:36 AM, 09/22/2022 09:36 AM, Customer Svc is working this single customer outage, , 1231049];,# of Outages: 18,Customers Affected: 83,2022-09-22T14:57:52Z
events[11]=[084,09/22/2022 08:34 AM, 09/22/2022 08:34 AM, A crew is currently working on the problem, 09/22/2022 12:30 PM, 1230828];,# of Outages: 18,Customers Affected: 83,2022-09-22T14:57:52Z
events[12]=[084,09/22/2022 08:55 AM, 09/22/2022 08:55 AM, A crew is currently working on the problem, 09/22/2022 12:30 PM, 1231042];,# of Outages: 18,Customers Affected: 83,2022-09-22T14:57:52Z
events[13]=[084,09/22/2022 09:18 AM, 09/22/2022 09:18 AM, A crew is currently working on the problem, 09/22/2022 12:00 PM, 1231044];,# of Outages: 18,Customers Affected: 83,2022-09-22T14:57:52Z
events[14]=[089,09/22/2022 08:12 AM, 09/22/2022 08:12 AM, Customer Svc is working this single customer outage, , 1230827];,# of Outages: 18,Customers Affected: 83,2022-09-22T14:57:52Z
events[15]=[090,09/22/2022 09:36 AM, 09/22/2022 09:36 AM, A crew is currently working on the problem, 09/22/2022 01:00 PM, 1231050];,# of Outages: 18,Customers Affected: 83,2022-09-22T14:57:52Z
events[16]=[102,09/22/2022 09:22 AM, 09/22/2022 09:22 AM, Customer Svc is working this single customer outage, , 1231046];,# of Outages: 18,Customers Affected: 83,2022-09-22T14:57:52Z
events[17]=[104,09/22/2022 09:53 AM, 09/22/2022 09:53 AM, Waiting to be analyzed, , 1231055];,# of Outages: 18,Customers Affected: 83,2022-09-22T14:57:52Z
