V1,V2,V3,V4,V5,V6,outage_num,cust_affected,time
events[0]=[049,11/22/2022 10:42 AM, 11/22/2022 10:42 AM, Trouble Shooter is determining repairs required, , 1240451];,# of Outages: 16,Customers Affected: 343,2022-11-22T18:27:33Z
events[1]=[049,11/22/2022 11:38 AM, 11/22/2022 11:38 AM, Trouble Shooter is determining repairs required, , 1240457];,# of Outages: 16,Customers Affected: 343,2022-11-22T18:27:33Z
events[2]=[063,11/22/2022 10:42 AM, 11/22/2022 10:42 AM, A crew is currently working on the problem, 11/22/2022 02:00 PM, 1240450];,# of Outages: 16,Customers Affected: 343,2022-11-22T18:27:33Z
events[3]=[073,11/22/2022 12:20 PM, 11/22/2022 12:20 PM, A crew is currently working on the problem, 11/22/2022 03:00 PM, 1240463];,# of Outages: 16,Customers Affected: 343,2022-11-22T18:27:33Z
events[4]=[073,11/22/2022 12:21 PM, 11/22/2022 12:21 PM, Trouble Shooter is determining repairs required, , 1240464];,# of Outages: 16,Customers Affected: 343,2022-11-22T18:27:33Z
events[5]=[074,11/22/2022 12:19 PM, 11/22/2022 12:19 PM, A crew is currently working on the problem, 11/22/2022 03:00 PM, 1240462];,# of Outages: 16,Customers Affected: 343,2022-11-22T18:27:33Z
events[6]=[085,11/22/2022 09:51 AM, 11/22/2022 09:51 AM, Trouble Shooter is determining repairs required, , 1240442];,# of Outages: 16,Customers Affected: 343,2022-11-22T18:27:33Z
events[7]=[100,11/22/2022 12:09 PM, 11/22/2022 12:09 PM, Customer Svc is working this single customer outage, , 1240460];,# of Outages: 16,Customers Affected: 343,2022-11-22T18:27:33Z
events[8]=[102,11/22/2022 09:46 AM, 11/22/2022 09:46 AM, A crew is currently working on the problem, 11/22/2022 01:30 PM, 1240437];,# of Outages: 16,Customers Affected: 343,2022-11-22T18:27:33Z
events[9]=[106,11/22/2022 12:21 PM, 11/22/2022 12:21 PM, A crew is currently working on the problem, 11/22/2022 03:00 PM, 1240465];,# of Outages: 16,Customers Affected: 343,2022-11-22T18:27:33Z
events[10]=[113,11/22/2022 11:12 AM, 11/22/2022 11:12 AM, A crew is currently working on the problem, , 1240453];,# of Outages: 16,Customers Affected: 343,2022-11-22T18:27:33Z
events[11]=[115,11/22/2022 10:05 AM, 11/22/2022 10:05 AM, A crew is currently working on the problem, 11/22/2022 02:15 PM, 1240445];,# of Outages: 16,Customers Affected: 343,2022-11-22T18:27:33Z
events[12]=[115,11/22/2022 10:05 AM, 11/22/2022 10:05 AM, A crew is currently working on the problem, 11/22/2022 02:15 PM, 1240446];,# of Outages: 16,Customers Affected: 343,2022-11-22T18:27:33Z
events[13]=[118,11/22/2022 04:02 AM, 11/22/2022 04:02 AM, A crew is currently working on the problem, 11/22/2022 01:00 PM, 1240413];,# of Outages: 16,Customers Affected: 343,2022-11-22T18:27:33Z
events[14]=[118,11/22/2022 04:03 AM, 11/22/2022 04:03 AM, A crew is currently working on the problem, 11/22/2022 01:00 PM, 1240416];,# of Outages: 16,Customers Affected: 343,2022-11-22T18:27:33Z
events[15]=[118,11/22/2022 04:04 AM, 11/22/2022 04:04 AM, A crew is currently working on the problem, 11/22/2022 01:00 PM, 1240417];,# of Outages: 16,Customers Affected: 343,2022-11-22T18:27:33Z
