V1,V2,V3,V4,V5,V6,outage_num,cust_affected,time
events[0]=[017,11/01/2022 08:38 AM, 11/01/2022 08:38 AM, Trouble Shooter is determining repairs required, , 1237543];,# of Outages: 16,Customers Affected: 63,2022-11-01T14:31:25Z
events[1]=[028,11/01/2022 09:11 AM, 11/01/2022 09:11 AM, Trouble Shooter is determining repairs required, , 1237552];,# of Outages: 16,Customers Affected: 63,2022-11-01T14:31:25Z
events[2]=[062,11/01/2022 08:45 AM, 11/01/2022 08:45 AM, Customer Svc is working this single customer outage, , 1237545];,# of Outages: 16,Customers Affected: 63,2022-11-01T14:31:25Z
events[3]=[071,11/01/2022 08:27 AM, 11/01/2022 08:27 AM, A crew is currently working on the problem, 11/01/2022 11:00 AM, 1237541];,# of Outages: 16,Customers Affected: 63,2022-11-01T14:31:25Z
events[4]=[072,11/01/2022 07:41 AM, 11/01/2022 07:41 AM, Customer Svc is working this single customer outage, , 1237537];,# of Outages: 16,Customers Affected: 63,2022-11-01T14:31:25Z
events[5]=[074,11/01/2022 09:09 AM, 11/01/2022 09:09 AM, A crew is currently working on the problem, 11/01/2022 01:30 PM, 1237550];,# of Outages: 16,Customers Affected: 63,2022-11-01T14:31:25Z
events[6]=[074,11/01/2022 09:10 AM, 11/01/2022 09:10 AM, A crew is currently working on the problem, 11/01/2022 01:30 PM, 1237551];,# of Outages: 16,Customers Affected: 63,2022-11-01T14:31:25Z
events[7]=[083,11/01/2022 06:24 AM, 11/01/2022 06:24 AM, Tree Trimming is clearing debris from the area, , 1237535];,# of Outages: 16,Customers Affected: 63,2022-11-01T14:31:25Z
events[8]=[085,11/01/2022 09:20 AM, 11/01/2022 09:20 AM, The extent of the outage has been determined, , 1237555];,# of Outages: 16,Customers Affected: 63,2022-11-01T14:31:25Z
events[9]=[087,11/01/2022 09:13 AM, 11/01/2022 09:13 AM, Trouble Shooter is determining repairs required, , 1237553];,# of Outages: 16,Customers Affected: 63,2022-11-01T14:31:25Z
events[10]=[090,11/01/2022 08:29 AM, 11/01/2022 08:29 AM, A crew is currently working on the problem, 11/01/2022 10:00 AM, 1237542];,# of Outages: 16,Customers Affected: 63,2022-11-01T14:31:25Z
events[11]=[099,11/01/2022 09:06 AM, 11/01/2022 09:06 AM, Trouble Shooter is determining repairs required, , 1237549];,# of Outages: 16,Customers Affected: 63,2022-11-01T14:31:25Z
events[12]=[099,11/01/2022 09:25 AM, 11/01/2022 09:25 AM, Trouble Shooter is determining repairs required, , 1237557];,# of Outages: 16,Customers Affected: 63,2022-11-01T14:31:25Z
events[13]=[114,10/31/2022 09:03 PM, 10/31/2022 09:03 PM, A crew is currently working on the problem, 11/01/2022 10:30 AM, 1237523];,# of Outages: 16,Customers Affected: 63,2022-11-01T14:31:25Z
events[14]=[116,11/01/2022 08:47 AM, 11/01/2022 08:47 AM, Trouble Shooter is determining repairs required, , 1237547];,# of Outages: 16,Customers Affected: 63,2022-11-01T14:31:25Z
events[15]=[118,11/01/2022 09:21 AM, 11/01/2022 09:21 AM, Trouble Shooter is determining repairs required, , 1237556];,# of Outages: 16,Customers Affected: 63,2022-11-01T14:31:25Z
