V1,V2,V3,V4,V5,V6,outage_num,cust_affected,time
events[0]=[070,08/17/2022 05:49 PM, 08/17/2022 05:49 PM, Waiting to be analyzed, , 1225825];,# of Outages: 12,Customers Affected: 178,2022-08-17T22:53:28Z
events[1]=[071,08/17/2022 05:37 PM, 08/17/2022 05:37 PM, The extent of the outage has been determined, , 1225824];,# of Outages: 12,Customers Affected: 178,2022-08-17T22:53:28Z
events[2]=[073,08/17/2022 03:53 PM, 08/17/2022 03:53 PM, Trouble Shooter is determining repairs required, , 1225818];,# of Outages: 12,Customers Affected: 178,2022-08-17T22:53:28Z
events[3]=[073,08/17/2022 05:29 PM, 08/17/2022 05:29 PM, Trouble Shooter is determining repairs required, , 1225823];,# of Outages: 12,Customers Affected: 178,2022-08-17T22:53:28Z
events[4]=[084,08/17/2022 05:08 PM, 08/17/2022 05:08 PM, Customer Svc is working this single customer outage, , 1225822];,# of Outages: 12,Customers Affected: 178,2022-08-17T22:53:28Z
events[5]=[086,08/17/2022 12:43 PM, 08/17/2022 12:43 PM, A crew is currently working on the problem, 08/17/2022 06:00 PM, 1225796];,# of Outages: 12,Customers Affected: 178,2022-08-17T22:53:28Z
events[6]=[087,08/17/2022 12:22 PM, 08/17/2022 12:22 PM, Tree Trimming is clearing debris from the area, , 1225792];,# of Outages: 12,Customers Affected: 178,2022-08-17T22:53:28Z
events[7]=[087,08/17/2022 12:29 PM, 08/17/2022 12:29 PM, Tree Trimming is clearing debris from the area, , 1225793];,# of Outages: 12,Customers Affected: 178,2022-08-17T22:53:28Z
events[8]=[098,07/31/2022 04:18 PM, 07/31/2022 04:18 PM, Waiting to be analyzed, , 1223032];,# of Outages: 12,Customers Affected: 178,2022-08-17T22:53:28Z
events[9]=[099,08/17/2022 12:00 PM, 08/17/2022 12:00 PM, Trouble Shooter is determining repairs required, , 1225788];,# of Outages: 12,Customers Affected: 178,2022-08-17T22:53:28Z
events[10]=[105,08/17/2022 03:43 AM, 08/17/2022 03:43 AM, A crew is currently working on the problem, 08/17/2022 07:00 PM, 1225691];,# of Outages: 12,Customers Affected: 178,2022-08-17T22:53:28Z
events[11]=[114,08/17/2022 02:45 PM, 08/17/2022 02:45 PM, Waiting to be analyzed, , 1225815];,# of Outages: 12,Customers Affected: 178,2022-08-17T22:53:28Z
