V1,V2,V3,V4,V5,V6,outage_num,cust_affected,time
events[0]=[038,04/13/2022 03:03 AM, 04/13/2022 03:03 AM, Customer Svc is working this single customer outage, , 1201228];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[1]=[039,04/09/2022 05:45 PM, 04/09/2022 05:45 PM, Waiting to be analyzed, , 1201245];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[2]=[040,04/09/2022 05:45 PM, 04/09/2022 05:45 PM, Waiting to be analyzed, , 1201245];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[3]=[050,04/09/2022 05:45 PM, 04/09/2022 05:45 PM, Waiting to be analyzed, , 1201245];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[4]=[051,04/09/2022 05:45 PM, 04/09/2022 05:45 PM, Waiting to be analyzed, , 1201245];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[5]=[051,04/09/2022 06:50 PM, 04/09/2022 06:50 PM, Waiting to be analyzed, , 1201243];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[6]=[061,04/12/2022 10:46 PM, 04/12/2022 10:46 PM, Trouble Shooter is determining repairs required, , 1201113];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[7]=[061,04/13/2022 04:33 AM, 04/13/2022 04:33 AM, Waiting to be analyzed, , 1201237];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[8]=[062,04/12/2022 10:42 PM, 04/12/2022 10:42 PM, Tree Trimming is clearing debris from the area, , 1201109];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[9]=[062,04/13/2022 04:36 AM, 04/13/2022 04:36 AM, Waiting to be analyzed, , 1201247];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[10]=[063,04/13/2022 03:53 AM, 04/13/2022 03:53 AM, Waiting for an available crew to perform repairs, , 1201232];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[11]=[064,04/13/2022 04:35 AM, 04/13/2022 04:35 AM, Waiting to be analyzed, , 1201246];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[12]=[065,04/13/2022 02:58 AM, 04/13/2022 02:58 AM, Trouble Shooter is determining repairs required, , 1201227];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[13]=[071,04/13/2022 02:36 AM, 04/13/2022 02:36 AM, Customer Svc is working this single customer outage, , 1201225];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[14]=[071,04/13/2022 04:27 AM, 04/13/2022 04:27 AM, Waiting to be analyzed, , 1201235];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[15]=[071,04/13/2022 04:29 AM, 04/13/2022 04:29 AM, Waiting to be analyzed, , 1201236];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[16]=[072,04/12/2022 10:33 PM, 04/12/2022 10:33 PM, Tree Trimming is clearing debris from the area, , 1201108];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[17]=[073,04/13/2022 01:07 AM, 04/13/2022 01:07 AM, Waiting for an available crew to perform repairs, , 1201128];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[18]=[074,04/13/2022 02:09 AM, 04/13/2022 02:09 AM, Waiting for an available crew to perform repairs, , 1201177];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[19]=[084,04/12/2022 10:57 PM, 04/12/2022 10:57 PM, Tree Trimming is clearing debris from the area, , 1201115];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[20]=[084,04/13/2022 03:34 AM, 04/13/2022 03:34 AM, Customer Svc is working this single customer outage, , 1201230];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[21]=[086,04/11/2022 02:18 AM, 04/11/2022 02:18 AM, Waiting to be analyzed, , 1201242];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[22]=[086,04/13/2022 02:43 AM, 04/13/2022 02:43 AM, Customer Svc is working this single customer outage, , 1201226];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[23]=[086,04/13/2022 04:14 AM, 04/13/2022 04:14 AM, Waiting to be analyzed, , 1201233];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[24]=[086,04/13/2022 12:12 AM, 04/13/2022 12:12 AM, Trouble Shooter is determining repairs required, , 1201121];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[25]=[087,04/12/2022 10:58 PM, 04/12/2022 10:58 PM, Tree Trimming is clearing debris from the area, , 1201116];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[26]=[098,04/12/2022 06:02 AM, 04/12/2022 06:02 AM, Waiting to be analyzed, , 1201239];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[27]=[098,04/12/2022 06:02 AM, 04/12/2022 06:02 AM, Waiting to be analyzed, , 1201240];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[28]=[100,04/13/2022 12:12 AM, 04/13/2022 12:12 AM, Trouble Shooter is determining repairs required, , 1201121];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[29]=[101,04/12/2022 06:02 AM, 04/12/2022 06:02 AM, Waiting for an available crew to perform repairs, , 1200970];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[30]=[111,04/11/2022 06:37 AM, 04/11/2022 06:37 AM, Waiting to be analyzed, , 1201244];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[31]=[112,04/11/2022 06:37 AM, 04/11/2022 06:37 AM, Waiting to be analyzed, , 1201244];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[32]=[113,04/11/2022 06:37 AM, 04/11/2022 06:37 AM, Waiting to be analyzed, , 1201244];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[33]=[114,04/12/2022 06:02 AM, 04/12/2022 06:02 AM, Waiting to be analyzed, , 1201239];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[34]=[114,04/12/2022 06:02 AM, 04/12/2022 06:02 AM, Waiting to be analyzed, , 1201240];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[35]=[114,04/12/2022 06:02 AM, 04/12/2022 06:02 AM, Waiting to be analyzed, , 1201241];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
events[36]=[127,04/11/2022 06:37 AM, 04/11/2022 06:37 AM, Waiting to be analyzed, , 1201244];,# of Outages: 28,Customers Affected: 6584,2022-04-13T09:38:43Z
