V1,V2,V3,V4,V5,V6,outage_num,cust_affected,time
events[0]=[065,07/22/2022 04:07 PM, 07/22/2022 04:07 PM, Trouble Shooter is determining repairs required, , 1220933];,# of Outages: 10,Customers Affected: 110,2022-07-22T22:22:38Z
events[1]=[074,07/22/2022 04:59 PM, 07/22/2022 04:59 PM, Trouble Shooter is determining repairs required, , 1220935];,# of Outages: 10,Customers Affected: 110,2022-07-22T22:22:38Z
events[2]=[084,07/22/2022 02:12 PM, 07/22/2022 02:12 PM, Trouble Shooter is determining repairs required, , 1220921];,# of Outages: 10,Customers Affected: 110,2022-07-22T22:22:38Z
events[3]=[084,07/22/2022 10:59 AM, 07/22/2022 10:59 AM, A crew is currently working on the problem, 07/22/2022 07:30 PM, 1220852];,# of Outages: 10,Customers Affected: 110,2022-07-22T22:22:38Z
events[4]=[097,07/22/2022 02:12 PM, 07/22/2022 02:12 PM, Trouble Shooter is determining repairs required, , 1220920];,# of Outages: 10,Customers Affected: 110,2022-07-22T22:22:38Z
events[5]=[098,07/22/2022 04:55 PM, 07/22/2022 04:55 PM, Trouble Shooter is determining repairs required, , 1220934];,# of Outages: 10,Customers Affected: 110,2022-07-22T22:22:38Z
events[6]=[101,07/22/2022 02:44 PM, 07/22/2022 02:44 PM, Waiting for an available crew to perform repairs, , 1220923];,# of Outages: 10,Customers Affected: 110,2022-07-22T22:22:38Z
events[7]=[102,07/22/2022 02:45 PM, 07/22/2022 02:45 PM, Waiting for an available crew to perform repairs, , 1220924];,# of Outages: 10,Customers Affected: 110,2022-07-22T22:22:38Z
events[8]=[117,07/22/2022 03:43 PM, 07/22/2022 03:43 PM, Trouble Shooter is determining repairs required, , 1220931];,# of Outages: 10,Customers Affected: 110,2022-07-22T22:22:38Z
events[9]=[118,07/22/2022 03:20 PM, 07/22/2022 03:20 PM, Trouble Shooter is determining repairs required, , 1220929];,# of Outages: 10,Customers Affected: 110,2022-07-22T22:22:38Z
