V1,V2,V3,V4,V5,V6,outage_num,cust_affected,time
events[0]=[050,07/30/2022 08:25 PM, 07/30/2022 08:25 PM, A crew is currently working on the problem, , 1222264];,# of Outages: 22,Customers Affected: 181,2022-07-31T07:32:06Z
events[1]=[051,07/30/2022 08:29 PM, 07/30/2022 08:29 PM, A crew is currently working on the problem, , 1222268];,# of Outages: 22,Customers Affected: 181,2022-07-31T07:32:06Z
events[2]=[052,07/31/2022 02:13 AM, 07/31/2022 02:13 AM, Waiting to be analyzed, , 1222285];,# of Outages: 22,Customers Affected: 181,2022-07-31T07:32:06Z
events[3]=[052,07/31/2022 02:13 AM, 07/31/2022 02:13 AM, Waiting to be analyzed, , 1222286];,# of Outages: 22,Customers Affected: 181,2022-07-31T07:32:06Z
events[4]=[052,07/31/2022 02:14 AM, 07/31/2022 02:14 AM, Waiting to be analyzed, , 1222287];,# of Outages: 22,Customers Affected: 181,2022-07-31T07:32:06Z
events[5]=[052,07/31/2022 02:15 AM, 07/31/2022 02:15 AM, Waiting to be analyzed, , 1222288];,# of Outages: 22,Customers Affected: 181,2022-07-31T07:32:06Z
events[6]=[052,07/31/2022 02:15 AM, 07/31/2022 02:15 AM, Waiting to be analyzed, , 1222289];,# of Outages: 22,Customers Affected: 181,2022-07-31T07:32:06Z
events[7]=[052,07/31/2022 02:16 AM, 07/31/2022 02:16 AM, Waiting to be analyzed, , 1222290];,# of Outages: 22,Customers Affected: 181,2022-07-31T07:32:06Z
events[8]=[052,07/31/2022 02:18 AM, 07/31/2022 02:18 AM, Waiting to be analyzed, , 1222291];,# of Outages: 22,Customers Affected: 181,2022-07-31T07:32:06Z
events[9]=[052,07/31/2022 02:18 AM, 07/31/2022 02:18 AM, Waiting to be analyzed, , 1222292];,# of Outages: 22,Customers Affected: 181,2022-07-31T07:32:06Z
events[10]=[052,07/31/2022 02:19 AM, 07/31/2022 02:19 AM, Waiting to be analyzed, , 1222293];,# of Outages: 22,Customers Affected: 181,2022-07-31T07:32:06Z
events[11]=[052,07/31/2022 02:23 AM, 07/31/2022 02:23 AM, Waiting to be analyzed, , 1222294];,# of Outages: 22,Customers Affected: 181,2022-07-31T07:32:06Z
events[12]=[052,07/31/2022 02:23 AM, 07/31/2022 02:23 AM, Waiting to be analyzed, , 1222295];,# of Outages: 22,Customers Affected: 181,2022-07-31T07:32:06Z
events[13]=[052,07/31/2022 02:24 AM, 07/31/2022 02:24 AM, Waiting to be analyzed, , 1222296];,# of Outages: 22,Customers Affected: 181,2022-07-31T07:32:06Z
events[14]=[052,07/31/2022 02:25 AM, 07/31/2022 02:25 AM, Waiting to be analyzed, , 1222297];,# of Outages: 22,Customers Affected: 181,2022-07-31T07:32:06Z
events[15]=[053,07/31/2022 02:08 AM, 07/31/2022 02:08 AM, Waiting to be analyzed, , 1222277];,# of Outages: 22,Customers Affected: 181,2022-07-31T07:32:06Z
events[16]=[074,07/30/2022 04:22 PM, 07/30/2022 04:22 PM, Waiting for an available crew to perform repairs, , 1222250];,# of Outages: 22,Customers Affected: 181,2022-07-31T07:32:06Z
events[17]=[083,07/30/2022 11:45 AM, 07/30/2022 11:45 AM, Waiting for an available crew to perform repairs, , 1222225];,# of Outages: 22,Customers Affected: 181,2022-07-31T07:32:06Z
events[18]=[084,07/30/2022 08:06 PM, 07/30/2022 08:06 PM, Waiting for an available crew to perform repairs, , 1222262];,# of Outages: 22,Customers Affected: 181,2022-07-31T07:32:06Z
events[19]=[098,07/30/2022 11:00 AM, 07/30/2022 11:00 AM, Waiting for an available crew to perform repairs, , 1222212];,# of Outages: 22,Customers Affected: 181,2022-07-31T07:32:06Z
events[20]=[100,07/30/2022 10:43 PM, 07/30/2022 10:43 PM, Trouble Shooter is determining repairs required, , 1222272];,# of Outages: 22,Customers Affected: 181,2022-07-31T07:32:06Z
events[21]=[114,07/31/2022 12:27 AM, 07/31/2022 12:27 AM, Trouble Shooter is determining repairs required, , 1222273];,# of Outages: 22,Customers Affected: 181,2022-07-31T07:32:06Z
