V1,V2,V3,V4,V5,V6,outage_num,cust_affected,time
events[0]=[040,11/29/2022 10:53 AM, 11/29/2022 10:53 AM, Trouble Shooter is working on the problem, 11/29/2022 02:30 PM, 1241446];,# of Outages: 11,Customers Affected: 2859,2022-11-29T17:40:13Z
events[1]=[041,11/29/2022 10:53 AM, 11/29/2022 10:53 AM, Trouble Shooter is working on the problem, 11/29/2022 02:30 PM, 1241446];,# of Outages: 11,Customers Affected: 2859,2022-11-29T17:40:13Z
events[2]=[051,11/29/2022 10:53 AM, 11/29/2022 10:53 AM, Trouble Shooter is working on the problem, 11/29/2022 02:30 PM, 1241446];,# of Outages: 11,Customers Affected: 2859,2022-11-29T17:40:13Z
events[3]=[052,11/29/2022 10:53 AM, 11/29/2022 10:53 AM, Trouble Shooter is working on the problem, 11/29/2022 02:30 PM, 1241446];,# of Outages: 11,Customers Affected: 2859,2022-11-29T17:40:13Z
events[4]=[059,11/29/2022 10:19 AM, 11/29/2022 10:19 AM, A crew is currently working on the problem, 11/29/2022 01:00 PM, 1241397];,# of Outages: 11,Customers Affected: 2859,2022-11-29T17:40:13Z
events[5]=[066,11/29/2022 07:23 AM, 11/29/2022 07:23 AM, Trouble Shooter is determining repairs required, , 1241365];,# of Outages: 11,Customers Affected: 2859,2022-11-29T17:40:13Z
events[6]=[084,11/29/2022 09:44 AM, 11/29/2022 09:44 AM, A crew is currently working on the problem, 11/29/2022 02:00 PM, 1241390];,# of Outages: 11,Customers Affected: 2859,2022-11-29T17:40:13Z
events[7]=[085,11/29/2022 10:47 AM, 11/29/2022 10:47 AM, Trouble Shooter is determining repairs required, , 1241431];,# of Outages: 11,Customers Affected: 2859,2022-11-29T17:40:13Z
events[8]=[085,11/29/2022 10:54 AM, 11/29/2022 10:54 AM, Trouble Shooter is working on the problem, 11/29/2022 03:00 PM, 1241451];,# of Outages: 11,Customers Affected: 2859,2022-11-29T17:40:13Z
events[9]=[086,11/29/2022 10:54 AM, 11/29/2022 10:54 AM, Trouble Shooter is working on the problem, 11/29/2022 03:00 PM, 1241451];,# of Outages: 11,Customers Affected: 2859,2022-11-29T17:40:13Z
events[10]=[086,11/29/2022 11:34 AM, 11/29/2022 11:34 AM, The extent of the outage has been determined, , 1241524];,# of Outages: 11,Customers Affected: 2859,2022-11-29T17:40:13Z
events[11]=[096,11/29/2022 02:24 AM, 11/29/2022 02:24 AM, A crew is currently working on the problem, 11/29/2022 01:30 PM, 1241361];,# of Outages: 11,Customers Affected: 2859,2022-11-29T17:40:13Z
events[12]=[097,11/29/2022 02:24 AM, 11/29/2022 02:24 AM, A crew is currently working on the problem, 11/29/2022 01:30 PM, 1241361];,# of Outages: 11,Customers Affected: 2859,2022-11-29T17:40:13Z
events[13]=[098,11/29/2022 10:52 AM, 11/29/2022 10:52 AM, Customer Svc is working this single customer outage, , 1241445];,# of Outages: 11,Customers Affected: 2859,2022-11-29T17:40:13Z
events[14]=[099,11/29/2022 10:54 AM, 11/29/2022 10:54 AM, Trouble Shooter is working on the problem, 11/29/2022 03:00 PM, 1241451];,# of Outages: 11,Customers Affected: 2859,2022-11-29T17:40:13Z
events[15]=[101,11/29/2022 11:12 AM, 11/29/2022 11:12 AM, Customer Svc is working this single customer outage, , 1241512];,# of Outages: 11,Customers Affected: 2859,2022-11-29T17:40:13Z
events[16]=[118,11/29/2022 08:16 AM, 11/29/2022 08:16 AM, A crew is currently working on the problem, 11/29/2022 12:00 PM, 1241368];,# of Outages: 11,Customers Affected: 2859,2022-11-29T17:40:13Z
