V1,V2,V3,V4,V5,V6,outage_num,cust_affected,time
events[0]=[031,05/18/2022 02:50 PM, 05/18/2022 02:50 PM, Customer Svc is working this single customer outage, , 1207518];,# of Outages: 23,Customers Affected: 788,2022-05-18T20:43:23Z
events[1]=[052,05/18/2022 02:22 PM, 05/18/2022 02:22 PM, Waiting for an available crew to perform repairs, , 1207512];,# of Outages: 23,Customers Affected: 788,2022-05-18T20:43:23Z
events[2]=[064,05/18/2022 03:34 PM, 05/18/2022 03:34 PM, Waiting to be analyzed, , 1207525];,# of Outages: 23,Customers Affected: 788,2022-05-18T20:43:23Z
events[3]=[065,05/18/2022 01:45 PM, 05/18/2022 01:45 PM, Trouble Shooter is determining repairs required, , 1207494];,# of Outages: 23,Customers Affected: 788,2022-05-18T20:43:23Z
events[4]=[065,05/18/2022 01:48 PM, 05/18/2022 01:48 PM, Trouble Shooter is determining repairs required, , 1207498];,# of Outages: 23,Customers Affected: 788,2022-05-18T20:43:23Z
events[5]=[071,05/18/2022 03:09 PM, 05/18/2022 03:09 PM, Customer Svc is working this single customer outage, , 1207522];,# of Outages: 23,Customers Affected: 788,2022-05-18T20:43:23Z
events[6]=[073,05/18/2022 02:09 PM, 05/18/2022 02:09 PM, Trouble Shooter is determining repairs required, , 1207500];,# of Outages: 23,Customers Affected: 788,2022-05-18T20:43:23Z
events[7]=[073,05/18/2022 02:17 PM, 05/18/2022 02:17 PM, Trouble Shooter is determining repairs required, , 1207505];,# of Outages: 23,Customers Affected: 788,2022-05-18T20:43:23Z
events[8]=[073,05/18/2022 02:36 PM, 05/18/2022 02:36 PM, A crew is currently working on the problem, 05/18/2022 07:00 PM, 1207515];,# of Outages: 23,Customers Affected: 788,2022-05-18T20:43:23Z
events[9]=[073,05/18/2022 12:25 PM, 05/18/2022 12:25 PM, A crew is currently working on the problem, 05/18/2022 04:00 PM, 1207450];,# of Outages: 23,Customers Affected: 788,2022-05-18T20:43:23Z
events[10]=[073,05/18/2022 12:34 PM, 05/18/2022 12:34 PM, Trouble Shooter is determining repairs required, , 1207451];,# of Outages: 23,Customers Affected: 788,2022-05-18T20:43:23Z
events[11]=[074,05/18/2022 02:23 PM, 05/18/2022 02:23 PM, Trouble Shooter is determining repairs required, , 1207513];,# of Outages: 23,Customers Affected: 788,2022-05-18T20:43:23Z
events[12]=[077,05/18/2022 03:19 PM, 05/18/2022 03:19 PM, The extent of the outage has been determined, , 1207524];,# of Outages: 23,Customers Affected: 788,2022-05-18T20:43:23Z
events[13]=[083,05/18/2022 03:16 PM, 05/18/2022 03:16 PM, Customer Svc is working this single customer outage, , 1207523];,# of Outages: 23,Customers Affected: 788,2022-05-18T20:43:23Z
events[14]=[085,05/18/2022 12:36 PM, 05/18/2022 12:36 PM, A crew is currently working on the problem, 05/18/2022 05:00 PM, 1207452];,# of Outages: 23,Customers Affected: 788,2022-05-18T20:43:23Z
events[15]=[088,05/18/2022 02:50 PM, 05/18/2022 02:50 PM, Trouble Shooter is determining repairs required, , 1207519];,# of Outages: 23,Customers Affected: 788,2022-05-18T20:43:23Z
events[16]=[088,05/18/2022 12:20 PM, 05/18/2022 12:20 PM, Trouble Shooter is determining repairs required, , 1207448];,# of Outages: 23,Customers Affected: 788,2022-05-18T20:43:23Z
events[17]=[099,05/18/2022 09:18 AM, 05/18/2022 09:18 AM, Trouble Shooter is determining repairs required, , 1207418];,# of Outages: 23,Customers Affected: 788,2022-05-18T20:43:23Z
events[18]=[100,05/18/2022 02:42 PM, 05/18/2022 02:42 PM, Trouble Shooter is determining repairs required, , 1207517];,# of Outages: 23,Customers Affected: 788,2022-05-18T20:43:23Z
events[19]=[103,05/18/2022 01:14 PM, 05/18/2022 01:14 PM, A crew is currently working on the problem, 05/18/2022 08:30 PM, 1207454];,# of Outages: 23,Customers Affected: 788,2022-05-18T20:43:23Z
events[20]=[103,05/18/2022 03:07 PM, 05/18/2022 03:07 PM, The extent of the outage has been determined, , 1207521];,# of Outages: 23,Customers Affected: 788,2022-05-18T20:43:23Z
events[21]=[103,05/18/2022 10:52 AM, 05/18/2022 10:52 AM, A crew is currently working on the problem, 05/18/2022 08:30 PM, 1207430];,# of Outages: 23,Customers Affected: 788,2022-05-18T20:43:23Z
events[22]=[107,05/18/2022 02:18 PM, 05/18/2022 02:18 PM, Trouble Shooter is determining repairs required, , 1207510];,# of Outages: 23,Customers Affected: 788,2022-05-18T20:43:23Z
