V1,V2,V3,V4,V5,V6,outage_num,cust_affected,time
events[0]=[061,05/25/2022 11:02 AM, 05/25/2022 11:02 AM, Customer Svc is working this single customer outage, , 1209349];,# of Outages: 18,Customers Affected: 175,2022-05-25T17:33:41Z
events[1]=[065,05/25/2022 08:32 AM, 05/25/2022 08:32 AM, Tree Trimming is clearing debris from the area, , 1209318];,# of Outages: 18,Customers Affected: 175,2022-05-25T17:33:41Z
events[2]=[072,05/25/2022 11:27 AM, 05/25/2022 11:27 AM, Trouble Shooter is determining repairs required, , 1209352];,# of Outages: 18,Customers Affected: 175,2022-05-25T17:33:41Z
events[3]=[072,05/25/2022 11:30 AM, 05/25/2022 11:30 AM, Trouble Shooter is determining repairs required, , 1209353];,# of Outages: 18,Customers Affected: 175,2022-05-25T17:33:41Z
events[4]=[072,05/25/2022 11:50 AM, 05/25/2022 11:50 AM, Waiting for an available crew to perform repairs, , 1209362];,# of Outages: 18,Customers Affected: 175,2022-05-25T17:33:41Z
events[5]=[072,05/25/2022 11:53 AM, 05/25/2022 11:53 AM, Customer Svc is working this single customer outage, , 1209365];,# of Outages: 18,Customers Affected: 175,2022-05-25T17:33:41Z
events[6]=[075,05/25/2022 09:34 AM, 05/25/2022 09:34 AM, Tree Trimming is clearing debris from the area, , 1209329];,# of Outages: 18,Customers Affected: 175,2022-05-25T17:33:41Z
events[7]=[083,05/25/2022 05:22 AM, 05/25/2022 05:22 AM, Trouble Shooter is determining repairs required, , 1209301];,# of Outages: 18,Customers Affected: 175,2022-05-25T17:33:41Z
events[8]=[083,05/25/2022 10:50 AM, 05/25/2022 10:50 AM, A crew is currently working on the problem, 05/25/2022 03:30 PM, 1209345];,# of Outages: 18,Customers Affected: 175,2022-05-25T17:33:41Z
events[9]=[083,05/25/2022 12:23 PM, 05/25/2022 12:23 PM, Trouble Shooter is determining repairs required, , 1209369];,# of Outages: 18,Customers Affected: 175,2022-05-25T17:33:41Z
events[10]=[084,05/25/2022 10:01 AM, 05/25/2022 10:01 AM, A crew is currently working on the problem, 05/25/2022 02:30 PM, 1209334];,# of Outages: 18,Customers Affected: 175,2022-05-25T17:33:41Z
events[11]=[085,05/25/2022 06:17 AM, 05/25/2022 06:17 AM, A crew is currently working on the problem, 05/25/2022 01:30 PM, 1209306];,# of Outages: 18,Customers Affected: 175,2022-05-25T17:33:41Z
events[12]=[085,05/25/2022 10:20 AM, 05/25/2022 10:20 AM, Trouble Shooter is determining repairs required, , 1209339];,# of Outages: 18,Customers Affected: 175,2022-05-25T17:33:41Z
events[13]=[085,05/25/2022 12:09 PM, 05/25/2022 12:09 PM, The extent of the outage has been determined, , 1209368];,# of Outages: 18,Customers Affected: 175,2022-05-25T17:33:41Z
events[14]=[086,05/25/2022 09:18 AM, 05/25/2022 09:18 AM, Tree Trimming is clearing debris from the area, , 1209327];,# of Outages: 18,Customers Affected: 175,2022-05-25T17:33:41Z
events[15]=[087,05/24/2022 10:39 AM, 05/24/2022 10:39 AM, Waiting for an available crew to perform repairs, , 1209118];,# of Outages: 18,Customers Affected: 175,2022-05-25T17:33:41Z
events[16]=[099,05/25/2022 12:07 PM, 05/25/2022 12:07 PM, Trouble Shooter is determining repairs required, , 1209367];,# of Outages: 18,Customers Affected: 175,2022-05-25T17:33:41Z
events[17]=[114,05/25/2022 11:12 AM, 05/25/2022 11:12 AM, Trouble Shooter is determining repairs required, , 1209351];,# of Outages: 18,Customers Affected: 175,2022-05-25T17:33:41Z
