V1,V2,V3,V4,V5,V6,outage_num,cust_affected,time
events[0]=[052,06/15/2022 02:49 PM, 06/15/2022 02:49 PM, A crew is currently working on the problem, 06/15/2022 11:30 PM, 1214503];,# of Outages: 13,Customers Affected: 67,2022-06-16T01:54:36Z
events[1]=[052,06/15/2022 03:05 PM, 06/15/2022 03:05 PM, A crew is currently working on the problem, 06/15/2022 11:30 PM, 1214506];,# of Outages: 13,Customers Affected: 67,2022-06-16T01:54:36Z
events[2]=[053,06/15/2022 08:02 PM, 06/15/2022 08:02 PM, Customer Svc is working this single customer outage, , 1214545];,# of Outages: 13,Customers Affected: 67,2022-06-16T01:54:36Z
events[3]=[055,06/15/2022 08:02 PM, 06/15/2022 08:02 PM, Customer Svc is working this single customer outage, , 1214546];,# of Outages: 13,Customers Affected: 67,2022-06-16T01:54:36Z
events[4]=[062,06/15/2022 04:52 PM, 06/15/2022 04:52 PM, Tree Trimming is clearing debris from the area, 06/15/2022 09:30 PM, 1214520];,# of Outages: 13,Customers Affected: 67,2022-06-16T01:54:36Z
events[5]=[063,06/15/2022 12:43 PM, 06/15/2022 12:43 PM, A crew is currently working on the problem, 06/15/2022 10:30 PM, 1214477];,# of Outages: 13,Customers Affected: 67,2022-06-16T01:54:36Z
events[6]=[072,06/15/2022 07:12 PM, 06/15/2022 07:12 PM, Trouble Shooter is determining repairs required, , 1214541];,# of Outages: 13,Customers Affected: 67,2022-06-16T01:54:36Z
events[7]=[072,06/15/2022 07:25 PM, 06/15/2022 07:25 PM, Trouble Shooter is determining repairs required, , 1214542];,# of Outages: 13,Customers Affected: 67,2022-06-16T01:54:36Z
events[8]=[087,06/15/2022 03:37 PM, 06/15/2022 03:37 PM, A crew is currently working on the problem, 06/15/2022 10:00 PM, 1214511];,# of Outages: 13,Customers Affected: 67,2022-06-16T01:54:36Z
events[9]=[099,06/15/2022 08:07 PM, 06/15/2022 08:07 PM, Customer Svc is working this single customer outage, , 1214547];,# of Outages: 13,Customers Affected: 67,2022-06-16T01:54:36Z
events[10]=[101,06/15/2022 05:31 PM, 06/15/2022 05:31 PM, Customer Svc is working this single customer outage, , 1214529];,# of Outages: 13,Customers Affected: 67,2022-06-16T01:54:36Z
events[11]=[112,06/15/2022 05:11 PM, 06/15/2022 05:11 PM, Customer Svc is working this single customer outage, , 1214522];,# of Outages: 13,Customers Affected: 67,2022-06-16T01:54:36Z
events[12]=[119,06/15/2022 08:31 PM, 06/15/2022 08:31 PM, Customer Svc is working this single customer outage, , 1214549];,# of Outages: 13,Customers Affected: 67,2022-06-16T01:54:36Z
