V1,V2,V3,V4,V5,V6,outage_num,cust_affected,time
events[0]=[017,08/21/2022 10:13 AM, 08/21/2022 10:13 AM, Trouble Shooter is determining repairs required, , 1226174];,# of Outages: 37,Customers Affected: 651,2022-08-21T17:21:53Z
events[1]=[026,08/21/2022 05:30 AM, 08/21/2022 05:30 AM, Waiting for an available crew to perform repairs, , 1226131];,# of Outages: 37,Customers Affected: 651,2022-08-21T17:21:53Z
events[2]=[032,08/21/2022 05:55 AM, 08/21/2022 05:55 AM, Waiting for an available crew to perform repairs, , 1226139];,# of Outages: 37,Customers Affected: 651,2022-08-21T17:21:53Z
events[3]=[033,08/21/2022 05:55 AM, 08/21/2022 05:55 AM, Waiting for an available crew to perform repairs, , 1226139];,# of Outages: 37,Customers Affected: 651,2022-08-21T17:21:53Z
events[4]=[034,08/21/2022 09:56 AM, 08/21/2022 09:56 AM, Trouble Shooter is determining repairs required, , 1226169];,# of Outages: 37,Customers Affected: 651,2022-08-21T17:21:53Z
events[5]=[038,08/21/2022 05:29 AM, 08/21/2022 05:29 AM, Trouble Shooter is determining repairs required, , 1226130];,# of Outages: 37,Customers Affected: 651,2022-08-21T17:21:53Z
events[6]=[038,08/21/2022 05:30 AM, 08/21/2022 05:30 AM, Waiting for an available crew to perform repairs, , 1226131];,# of Outages: 37,Customers Affected: 651,2022-08-21T17:21:53Z
events[7]=[049,08/21/2022 09:08 AM, 08/21/2022 09:08 AM, Waiting for an available crew to perform repairs, , 1226166];,# of Outages: 37,Customers Affected: 651,2022-08-21T17:21:53Z
events[8]=[049,08/21/2022 12:06 PM, 08/21/2022 12:06 PM, Waiting to be analyzed, , 1226227];,# of Outages: 37,Customers Affected: 651,2022-08-21T17:21:53Z
events[9]=[060,08/21/2022 04:44 AM, 08/21/2022 04:44 AM, Waiting for an available crew to perform repairs, , 1226129];,# of Outages: 37,Customers Affected: 651,2022-08-21T17:21:53Z
events[10]=[065,08/21/2022 06:04 AM, 08/21/2022 06:04 AM, Tree Trimming is clearing debris from the area, , 1226148];,# of Outages: 37,Customers Affected: 651,2022-08-21T17:21:53Z
events[11]=[066,08/21/2022 10:36 AM, 08/21/2022 10:36 AM, Waiting to be analyzed, , 1226177];,# of Outages: 37,Customers Affected: 651,2022-08-21T17:21:53Z
events[12]=[066,08/21/2022 10:37 AM, 08/21/2022 10:37 AM, Waiting to be analyzed, , 1226180];,# of Outages: 37,Customers Affected: 651,2022-08-21T17:21:53Z
