V1,V2,V3,V4,V5,V6,outage_num,cust_affected,time
events[0]=[022,05/23/2022 10:19 AM, 05/23/2022 10:19 AM, Waiting to be analyzed, , 1209017];,# of Outages: 67,Customers Affected: 391,2022-05-23T15:48:29Z
events[1]=[029,05/23/2022 06:09 AM, 05/23/2022 06:09 AM, A crew is currently working on the problem, 05/23/2022 01:30 PM, 1208959];,# of Outages: 67,Customers Affected: 391,2022-05-23T15:48:29Z
events[2]=[050,05/22/2022 01:19 AM, 05/22/2022 01:19 AM, Tree Trimming is clearing debris from the area, , 1208633];,# of Outages: 67,Customers Affected: 391,2022-05-23T15:48:29Z
events[3]=[050,05/22/2022 01:54 AM, 05/22/2022 01:54 AM, Trouble Shooter is determining repairs required, , 1208659];,# of Outages: 67,Customers Affected: 391,2022-05-23T15:48:29Z
events[4]=[050,05/22/2022 11:00 AM, 05/22/2022 11:00 AM, Tree Trimming is clearing debris from the area, , 1208737];,# of Outages: 67,Customers Affected: 391,2022-05-23T15:48:29Z
events[5]=[052,05/21/2022 09:31 PM, 05/21/2022 09:31 PM, Trouble Shooter is determining repairs required, , 1208450];,# of Outages: 67,Customers Affected: 391,2022-05-23T15:48:29Z
events[6]=[052,05/23/2022 07:09 AM, 05/23/2022 07:09 AM, A crew is currently working on the problem, 05/23/2022 01:30 PM, 1208976];,# of Outages: 67,Customers Affected: 391,2022-05-23T15:48:29Z
events[7]=[053,05/22/2022 12:10 AM, 05/22/2022 12:10 AM, Trouble Shooter is determining repairs required, , 1208617];,# of Outages: 67,Customers Affected: 391,2022-05-23T15:48:29Z
events[8]=[054,05/21/2022 09:00 PM, 05/21/2022 09:00 PM, Trouble Shooter is determining repairs required, , 1208340];,# of Outages: 67,Customers Affected: 391,2022-05-23T15:48:29Z
events[9]=[054,05/23/2022 08:54 AM, 05/23/2022 08:54 AM, Waiting to be analyzed, , 1209003];,# of Outages: 67,Customers Affected: 391,2022-05-23T15:48:29Z
events[10]=[054,05/23/2022 09:43 AM, 05/23/2022 09:43 AM, A crew is currently working on the problem, 05/23/2022 11:30 AM, 1209010];,# of Outages: 67,Customers Affected: 391,2022-05-23T15:48:29Z
events[11]=[059,05/21/2022 11:53 PM, 05/21/2022 11:53 PM, Trouble Shooter is determining repairs required, , 1208616];,# of Outages: 67,Customers Affected: 391,2022-05-23T15:48:29Z
events[12]=[060,05/21/2022 08:53 PM, 05/21/2022 08:53 PM, Waiting to be analyzed, , 1208334];,# of Outages: 67,Customers Affected: 391,2022-05-23T15:48:29Z
events[13]=[060,05/22/2022 06:33 PM, 05/22/2022 06:33 PM, Trouble Shooter is determining repairs required, , 1208882];,# of Outages: 67,Customers Affected: 391,2022-05-23T15:48:29Z
events[14]=[061,05/22/2022 06:33 PM, 05/22/2022 06:33 PM, Trouble Shooter is determining repairs required, , 1208882];,# of Outages: 67,Customers Affected: 391,2022-05-23T15:48:29Z
