V1,V2,V3,V4,V5,V6,outage_num,cust_affected,time
events[0]=[009,09/25/2022 05:39 AM, 09/25/2022 05:39 AM, A crew is currently working on the problem, 09/26/2022 01:30 PM, 1231842];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[1]=[050,09/26/2022 05:05 AM, 09/26/2022 05:05 AM, Trouble Shooter is determining repairs required, , 1232038];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[2]=[051,09/26/2022 06:36 AM, 09/26/2022 06:36 AM, Trouble Shooter is determining repairs required, , 1232044];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[3]=[051,09/26/2022 07:25 AM, 09/26/2022 07:25 AM, Trouble Shooter is determining repairs required, , 1232054];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[4]=[052,09/25/2022 05:57 PM, 09/25/2022 05:57 PM, Waiting for an available crew to perform repairs, , 1232001];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[5]=[052,09/26/2022 07:40 AM, 09/26/2022 07:40 AM, Trouble Shooter is determining repairs required, , 1232056];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[6]=[052,09/26/2022 12:46 AM, 09/26/2022 12:46 AM, Trouble Shooter is determining repairs required, , 1232029];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[7]=[056,09/25/2022 08:22 PM, 09/25/2022 08:22 PM, Waiting for an available crew to perform repairs, , 1232015];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[8]=[060,09/26/2022 08:24 AM, 09/26/2022 08:24 AM, Waiting for an available crew to perform repairs, , 1232072];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[9]=[062,09/24/2022 08:36 PM, 09/24/2022 08:36 PM, A crew is currently working on the problem, 09/26/2022 01:30 PM, 1231816];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[10]=[062,09/25/2022 09:32 AM, 09/25/2022 09:32 AM, Tree Trimming is clearing debris from the area, , 1231903];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[11]=[062,09/26/2022 08:04 AM, 09/26/2022 08:04 AM, Trouble Shooter is determining repairs required, , 1232066];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[12]=[062,09/26/2022 09:29 AM, 09/26/2022 09:29 AM, A crew is currently working on the problem, 09/26/2022 01:30 PM, 1232081];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[13]=[062,09/26/2022 10:34 AM, 09/26/2022 10:34 AM, A crew is currently working on the problem, 09/26/2022 01:30 PM, 1232089];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[14]=[063,09/24/2022 08:54 PM, 09/24/2022 08:54 PM, Tree Trimming is clearing debris from the area, 09/26/2022 01:00 PM, 1231959];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[15]=[072,09/25/2022 08:19 PM, 09/25/2022 08:19 PM, Trouble Shooter is determining repairs required, , 1232014];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[16]=[072,09/25/2022 08:23 AM, 09/25/2022 08:23 AM, Waiting for an available crew to perform repairs, , 1231879];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[17]=[072,09/26/2022 07:08 AM, 09/26/2022 07:08 AM, Waiting for an available crew to perform repairs, , 1232051];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[18]=[072,09/26/2022 09:40 AM, 09/26/2022 09:40 AM, Customer Svc is working this single customer outage, , 1232082];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[19]=[073,09/24/2022 08:45 PM, 09/24/2022 08:45 PM, A crew is currently working on the problem, 09/26/2022 12:30 PM, 1231502];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[20]=[073,09/24/2022 11:38 PM, 09/24/2022 11:38 PM, Waiting to be analyzed, , 1231735];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[21]=[073,09/25/2022 01:56 AM, 09/25/2022 01:56 AM, Waiting for an available crew to perform repairs, , 1231778];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[22]=[073,09/25/2022 06:27 AM, 09/25/2022 06:27 AM, Waiting for an available crew to perform repairs, , 1231847];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[23]=[073,09/25/2022 06:29 AM, 09/25/2022 06:29 AM, Trouble Shooter is determining repairs required, , 1231848];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[24]=[073,09/25/2022 06:47 PM, 09/25/2022 06:47 PM, Waiting for an available crew to perform repairs, , 1232007];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[25]=[073,09/25/2022 06:56 PM, 09/25/2022 06:56 PM, Trouble Shooter is determining repairs required, , 1232008];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[26]=[073,09/25/2022 07:07 AM, 09/25/2022 07:07 AM, Trouble Shooter is determining repairs required, , 1231853];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[27]=[073,09/25/2022 07:45 AM, 09/25/2022 07:45 AM, Waiting for an available crew to perform repairs, , 1231865];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[28]=[073,09/25/2022 07:54 AM, 09/25/2022 07:54 AM, A crew is currently working on the problem, 09/26/2022 11:30 AM, 1231868];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[29]=[073,09/25/2022 10:19 AM, 09/25/2022 10:19 AM, Waiting for an available crew to perform repairs, , 1231914];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[30]=[073,09/25/2022 12:35 AM, 09/25/2022 12:35 AM, Waiting for an available crew to perform repairs, , 1231752];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[31]=[073,09/26/2022 08:45 AM, 09/26/2022 08:45 AM, Waiting for an available crew to perform repairs, , 1232076];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[32]=[073,09/26/2022 10:34 AM, 09/26/2022 10:34 AM, A crew is currently working on the problem, 09/26/2022 01:30 PM, 1232089];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[33]=[074,09/24/2022 08:54 PM, 09/24/2022 08:54 PM, Tree Trimming is clearing debris from the area, 09/26/2022 01:00 PM, 1231959];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[34]=[074,09/24/2022 08:56 PM, 09/24/2022 08:56 PM, A crew is currently working on the problem, 09/26/2022 12:30 PM, 1231550];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[35]=[074,09/24/2022 08:58 PM, 09/24/2022 08:58 PM, Waiting for an available crew to perform repairs, , 1231569];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[36]=[074,09/24/2022 09:18 PM, 09/24/2022 09:18 PM, A crew is currently working on the problem, 09/26/2022 11:30 AM, 1231676];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[37]=[074,09/25/2022 01:09 PM, 09/25/2022 01:09 PM, Tree Trimming is clearing debris from the area, , 1231966];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[38]=[074,09/25/2022 07:40 AM, 09/25/2022 07:40 AM, Waiting for an available crew to perform repairs, , 1231861];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[39]=[074,09/25/2022 09:15 PM, 09/25/2022 09:15 PM, Tree Trimming is clearing debris from the area, 09/26/2022 01:00 PM, 1232019];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
events[40]=[074,09/25/2022 09:18 AM, 09/25/2022 09:18 AM, A crew is currently working on the problem, 09/26/2022 12:30 PM, 1231897];,# of Outages: 59,Customers Affected: 1830,2022-09-26T15:53:15Z
