V1,V2,V3,V4,V5,V6,outage_num,cust_affected,time
events[0]=[045,03/31/2022 03:29 PM, 03/31/2022 03:29 PM, Trouble Shooter is determining repairs required, , 1199157];,# of Outages: 18,Customers Affected: 309,2022-03-31T20:42:19Z
events[1]=[050,03/31/2022 03:08 PM, 03/31/2022 03:08 PM, A crew is currently working on the problem, 03/31/2022 04:00 PM, 1199151];,# of Outages: 18,Customers Affected: 309,2022-03-31T20:42:19Z
events[2]=[059,03/31/2022 12:58 PM, 03/31/2022 12:58 PM, Trouble Shooter is determining repairs required, , 1199120];,# of Outages: 18,Customers Affected: 309,2022-03-31T20:42:19Z
events[3]=[060,03/31/2022 02:50 PM, 03/31/2022 02:50 PM, A crew is currently working on the problem, 03/31/2022 05:30 PM, 1199141];,# of Outages: 18,Customers Affected: 309,2022-03-31T20:42:19Z
events[4]=[062,03/31/2022 03:01 PM, 03/31/2022 03:01 PM, Customer Svc is working this single customer outage, , 1199148];,# of Outages: 18,Customers Affected: 309,2022-03-31T20:42:19Z
events[5]=[065,03/31/2022 07:54 AM, 03/31/2022 07:54 AM, Trouble Shooter is determining repairs required, , 1199019];,# of Outages: 18,Customers Affected: 309,2022-03-31T20:42:19Z
events[6]=[065,03/31/2022 11:38 AM, 03/31/2022 11:38 AM, Trouble Shooter is determining repairs required, , 1199096];,# of Outages: 18,Customers Affected: 309,2022-03-31T20:42:19Z
events[7]=[070,03/31/2022 01:54 PM, 03/31/2022 01:54 PM, A crew is currently working on the problem, 03/31/2022 04:30 PM, 1199126];,# of Outages: 18,Customers Affected: 309,2022-03-31T20:42:19Z
events[8]=[070,03/31/2022 03:01 AM, 03/31/2022 03:01 AM, A crew is currently working on the problem, 03/31/2022 04:30 PM, 1198976];,# of Outages: 18,Customers Affected: 309,2022-03-31T20:42:19Z
events[9]=[072,03/31/2022 03:29 PM, 03/31/2022 03:29 PM, Trouble Shooter is determining repairs required, , 1199158];,# of Outages: 18,Customers Affected: 309,2022-03-31T20:42:19Z
events[10]=[072,03/31/2022 03:39 PM, 03/31/2022 03:39 PM, Waiting to be analyzed, , 1199160];,# of Outages: 18,Customers Affected: 309,2022-03-31T20:42:19Z
events[11]=[082,03/30/2022 04:43 PM, 03/30/2022 04:43 PM, A crew is currently working on the problem, 03/31/2022 09:30 PM, 1198591];,# of Outages: 18,Customers Affected: 309,2022-03-31T20:42:19Z
events[12]=[082,03/30/2022 04:44 PM, 03/30/2022 04:44 PM, A crew is currently working on the problem, 03/31/2022 09:30 PM, 1198589];,# of Outages: 18,Customers Affected: 309,2022-03-31T20:42:19Z
events[13]=[096,03/31/2022 03:24 PM, 03/31/2022 03:24 PM, Customer Svc is working this single customer outage, , 1199156];,# of Outages: 18,Customers Affected: 309,2022-03-31T20:42:19Z
events[14]=[100,03/31/2022 11:42 AM, 03/31/2022 11:42 AM, A crew is currently working on the problem, 03/31/2022 08:00 PM, 1199097];,# of Outages: 18,Customers Affected: 309,2022-03-31T20:42:19Z
events[15]=[120,03/31/2022 03:21 PM, 03/31/2022 03:21 PM, Trouble Shooter is determining repairs required, , 1199155];,# of Outages: 18,Customers Affected: 309,2022-03-31T20:42:19Z
events[16]=[120,03/31/2022 03:33 PM, 03/31/2022 03:33 PM, Trouble Shooter is determining repairs required, , 1199159];,# of Outages: 18,Customers Affected: 309,2022-03-31T20:42:19Z
events[17]=[122,03/31/2022 02:39 PM, 03/31/2022 02:39 PM, Customer Svc is working this single customer outage, , 1199134];,# of Outages: 18,Customers Affected: 309,2022-03-31T20:42:19Z
