V1,V2,V3,V4,V5,V6,outage_num,cust_affected,time
events[0]=[042,06/09/2022 09:08 PM, 06/09/2022 09:08 PM, Customer Svc is working this single customer outage, , 1213363];,# of Outages: 12,Customers Affected: 1500,2022-06-10T05:30:59Z
events[1]=[053,06/09/2022 04:27 PM, 06/09/2022 04:27 PM, A crew is currently working on the problem, 06/10/2022 01:00 AM, 1213349];,# of Outages: 12,Customers Affected: 1500,2022-06-10T05:30:59Z
events[2]=[072,06/09/2022 09:35 PM, 06/09/2022 09:35 PM, A crew is currently working on the problem, 06/10/2022 02:30 AM, 1213366];,# of Outages: 12,Customers Affected: 1500,2022-06-10T05:30:59Z
events[3]=[072,06/09/2022 10:33 PM, 06/09/2022 10:33 PM, A crew is currently working on the problem, 06/10/2022 02:30 AM, 1213418];,# of Outages: 12,Customers Affected: 1500,2022-06-10T05:30:59Z
events[4]=[073,06/09/2022 10:33 PM, 06/09/2022 10:33 PM, A crew is currently working on the problem, 06/10/2022 02:30 AM, 1213418];,# of Outages: 12,Customers Affected: 1500,2022-06-10T05:30:59Z
events[5]=[073,06/09/2022 11:54 PM, 06/09/2022 11:54 PM, Customer Svc is working this single customer outage, , 1213430];,# of Outages: 12,Customers Affected: 1500,2022-06-10T05:30:59Z
events[6]=[083,06/09/2022 05:34 PM, 06/09/2022 05:34 PM, Trouble Shooter is determining repairs required, , 1213356];,# of Outages: 12,Customers Affected: 1500,2022-06-10T05:30:59Z
events[7]=[085,06/09/2022 06:17 PM, 06/09/2022 06:17 PM, Waiting for an available crew to perform repairs, , 1213357];,# of Outages: 12,Customers Affected: 1500,2022-06-10T05:30:59Z
events[8]=[090,06/10/2022 12:04 AM, 06/10/2022 12:04 AM, A crew is currently working on the problem, , 1213431];,# of Outages: 12,Customers Affected: 1500,2022-06-10T05:30:59Z
events[9]=[098,06/09/2022 11:09 PM, 06/09/2022 11:09 PM, Customer Svc is working this single customer outage, , 1213429];,# of Outages: 12,Customers Affected: 1500,2022-06-10T05:30:59Z
events[10]=[101,06/09/2022 10:31 PM, 06/09/2022 10:31 PM, Customer Svc is working this single customer outage, , 1213409];,# of Outages: 12,Customers Affected: 1500,2022-06-10T05:30:59Z
events[11]=[105,06/10/2022 12:24 AM, 06/10/2022 12:24 AM, A crew is currently working on the problem, , 1213432];,# of Outages: 12,Customers Affected: 1500,2022-06-10T05:30:59Z
events[12]=[114,06/09/2022 11:32 AM, 06/09/2022 11:32 AM, A crew is currently working on the problem, 06/10/2022 01:30 AM, 1213312];,# of Outages: 12,Customers Affected: 1500,2022-06-10T05:30:59Z
