V1,V2,V3,V4,V5,V6,outage_num,cust_affected,time
events[0]=[049,11/29/2022 09:16 PM, 11/29/2022 09:16 PM, Waiting for an available crew to perform repairs, , 1241837];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[1]=[050,11/29/2022 08:45 PM, 11/29/2022 08:45 PM, Waiting for an available crew to perform repairs, , 1241801];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[2]=[050,11/29/2022 08:58 PM, 11/29/2022 08:58 PM, Waiting for an available crew to perform repairs, , 1241823];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[3]=[052,11/29/2022 09:41 PM, 11/29/2022 09:41 PM, Waiting for an available crew to perform repairs, , 1241857];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[4]=[055,11/29/2022 08:36 PM, 11/29/2022 08:36 PM, Trouble Shooter is working on the problem, 11/29/2022 11:50 PM, 1241715];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[5]=[056,11/29/2022 08:36 PM, 11/29/2022 08:36 PM, Trouble Shooter is working on the problem, 11/29/2022 11:50 PM, 1241715];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[6]=[061,11/29/2022 09:20 PM, 11/29/2022 09:20 PM, Trouble Shooter is determining repairs required, , 1241842];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[7]=[062,11/29/2022 08:19 PM, 11/29/2022 08:19 PM, Waiting for an available crew to perform repairs, , 1241663];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[8]=[063,11/29/2022 08:17 PM, 11/29/2022 08:17 PM, Trouble Shooter is determining repairs required, , 1241659];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[9]=[065,11/29/2022 08:36 PM, 11/29/2022 08:36 PM, Trouble Shooter is working on the problem, 11/29/2022 11:50 PM, 1241723];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[10]=[065,11/29/2022 08:53 PM, 11/29/2022 08:53 PM, Trouble Shooter is determining repairs required, , 1241818];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[11]=[065,11/30/2022 12:23 AM, 11/30/2022 12:23 AM, Waiting to be analyzed, , 1241891];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[12]=[066,11/29/2022 07:36 PM, 11/29/2022 07:36 PM, Waiting for an available crew to perform repairs, , 1241602];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[13]=[066,11/29/2022 08:36 PM, 11/29/2022 08:36 PM, Trouble Shooter is working on the problem, 11/29/2022 11:50 PM, 1241715];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[14]=[066,11/29/2022 08:36 PM, 11/29/2022 08:36 PM, Trouble Shooter is working on the problem, 11/29/2022 11:50 PM, 1241723];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[15]=[066,11/29/2022 08:49 PM, 11/29/2022 08:49 PM, Waiting for an available crew to perform repairs, , 1241814];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[16]=[066,11/29/2022 10:50 PM, 11/29/2022 10:50 PM, Customer Svc is working this single customer outage, , 1241876];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[17]=[066,11/29/2022 11:39 PM, 11/29/2022 11:39 PM, The extent of the outage has been determined, , 1241882];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[18]=[067,11/29/2022 07:36 PM, 11/29/2022 07:36 PM, Waiting for an available crew to perform repairs, , 1241602];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[19]=[067,11/29/2022 08:36 PM, 11/29/2022 08:36 PM, Trouble Shooter is working on the problem, 11/29/2022 11:50 PM, 1241715];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[20]=[067,11/29/2022 08:36 PM, 11/29/2022 08:36 PM, Trouble Shooter is working on the problem, 11/29/2022 11:50 PM, 1241723];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[21]=[068,11/29/2022 09:00 PM, 11/29/2022 09:00 PM, Waiting for an available crew to perform repairs, , 1241824];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[22]=[070,11/29/2022 09:11 PM, 11/29/2022 09:11 PM, Waiting for an available crew to perform repairs, , 1241829];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[23]=[071,11/29/2022 08:50 PM, 11/29/2022 08:50 PM, Waiting for an available crew to perform repairs, , 1241816];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[24]=[071,11/29/2022 08:51 PM, 11/29/2022 08:51 PM, Waiting for an available crew to perform repairs, , 1241817];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[25]=[071,11/29/2022 10:56 PM, 11/29/2022 10:56 PM, Waiting for an available crew to perform repairs, , 1241877];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[26]=[071,11/29/2022 11:42 PM, 11/29/2022 11:42 PM, Trouble Shooter is determining repairs required, , 1241883];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[27]=[072,11/29/2022 08:13 PM, 11/29/2022 08:13 PM, Waiting for an available crew to perform repairs, , 1241623];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[28]=[072,11/29/2022 08:39 PM, 11/29/2022 08:39 PM, Waiting to be analyzed, , 1241774];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
events[29]=[072,11/29/2022 09:18 PM, 11/29/2022 09:18 PM, Waiting for an available crew to perform repairs, , 1241838];,# of Outages: 65,Customers Affected: 4409,2022-11-30T06:27:01Z
