V1,V2,V3,V4,V5,V6,outage_num,cust_affected,time
events[0]=[013,11/05/2022 03:14 AM, 11/05/2022 03:14 AM, Trouble Shooter is working on the problem, 11/05/2022 06:20 AM, 1238098];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[1]=[014,11/05/2022 03:14 AM, 11/05/2022 03:14 AM, Trouble Shooter is working on the problem, 11/05/2022 06:20 AM, 1238098];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[2]=[015,11/04/2022 11:39 PM, 11/04/2022 11:39 PM, Trouble Shooter is determining repairs required, , 1237968];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[3]=[017,11/05/2022 03:04 AM, 11/05/2022 03:04 AM, Trouble Shooter is determining repairs required, , 1238079];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[4]=[017,11/05/2022 03:04 AM, 11/05/2022 03:04 AM, Waiting for an available crew to perform repairs, , 1238080];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[5]=[017,11/05/2022 03:05 AM, 11/05/2022 03:05 AM, Trouble Shooter is determining repairs required, , 1238082];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[6]=[017,11/05/2022 03:10 AM, 11/05/2022 03:10 AM, Trouble Shooter is determining repairs required, , 1238087];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[7]=[017,11/05/2022 03:23 AM, 11/05/2022 03:23 AM, Waiting for an available crew to perform repairs, , 1238109];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[8]=[025,11/05/2022 03:14 AM, 11/05/2022 03:14 AM, Trouble Shooter is working on the problem, 11/05/2022 06:20 AM, 1238098];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[9]=[026,11/05/2022 03:14 AM, 11/05/2022 03:14 AM, Trouble Shooter is working on the problem, 11/05/2022 06:20 AM, 1238098];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[10]=[027,11/04/2022 11:39 PM, 11/04/2022 11:39 PM, Trouble Shooter is determining repairs required, , 1237968];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[11]=[029,11/05/2022 12:38 AM, 11/05/2022 12:38 AM, Trouble Shooter is determining repairs required, , 1237989];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[12]=[037,11/05/2022 03:14 AM, 11/05/2022 03:14 AM, Trouble Shooter is working on the problem, 11/05/2022 06:20 AM, 1238098];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[13]=[038,11/05/2022 03:14 AM, 11/05/2022 03:14 AM, Trouble Shooter is working on the problem, 11/05/2022 06:20 AM, 1238098];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[14]=[039,11/05/2022 03:14 AM, 11/05/2022 03:14 AM, Trouble Shooter is working on the problem, 11/05/2022 06:20 AM, 1238098];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[15]=[040,11/05/2022 02:01 AM, 11/05/2022 02:01 AM, Trouble Shooter is determining repairs required, , 1238046];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[16]=[040,11/05/2022 02:46 AM, 11/05/2022 02:46 AM, Trouble Shooter is determining repairs required, , 1238062];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[17]=[049,11/05/2022 01:13 AM, 11/05/2022 01:13 AM, Trouble Shooter is working on the problem, 11/05/2022 04:20 AM, 1238008];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[18]=[049,11/05/2022 01:16 AM, 11/05/2022 01:16 AM, Waiting for an available crew to perform repairs, , 1238015];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[19]=[049,11/05/2022 01:32 AM, 11/05/2022 01:32 AM, Waiting for an available crew to perform repairs, , 1238035];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[20]=[049,11/05/2022 02:32 AM, 11/05/2022 02:32 AM, Waiting to be analyzed, , 1238059];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[21]=[049,11/05/2022 02:56 AM, 11/05/2022 02:56 AM, Waiting to be analyzed, , 1238075];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[22]=[049,11/05/2022 12:34 AM, 11/05/2022 12:34 AM, Waiting for an available crew to perform repairs, , 1237988];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[23]=[050,11/04/2022 11:41 PM, 11/04/2022 11:41 PM, Waiting for an available crew to perform repairs, , 1237966];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[24]=[050,11/05/2022 01:13 AM, 11/05/2022 01:13 AM, Trouble Shooter is working on the problem, 11/05/2022 04:20 AM, 1238008];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[25]=[050,11/05/2022 01:15 AM, 11/05/2022 01:15 AM, Waiting to be analyzed, , 1238013];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[26]=[050,11/05/2022 01:51 AM, 11/05/2022 01:51 AM, Waiting for an available crew to perform repairs, , 1238042];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[27]=[050,11/05/2022 03:28 AM, 11/05/2022 03:28 AM, Waiting to be analyzed, , 1238113];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[28]=[052,11/05/2022 01:01 AM, 11/05/2022 01:01 AM, Waiting for an available crew to perform repairs, , 1237995];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[29]=[052,11/05/2022 01:25 AM, 11/05/2022 01:25 AM, Trouble Shooter is determining repairs required, , 1238022];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[30]=[052,11/05/2022 01:57 AM, 11/05/2022 01:57 AM, Waiting for an available crew to perform repairs, , 1238045];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[31]=[052,11/05/2022 02:12 AM, 11/05/2022 02:12 AM, Waiting for an available crew to perform repairs, , 1238054];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[32]=[052,11/05/2022 02:13 AM, 11/05/2022 02:13 AM, Trouble Shooter is determining repairs required, , 1238055];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[33]=[054,11/05/2022 03:43 AM, 11/05/2022 03:43 AM, Waiting to be analyzed, , 1238119];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[34]=[057,11/05/2022 03:04 AM, 11/05/2022 03:04 AM, Waiting for an available crew to perform repairs, , 1238081];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[35]=[060,11/05/2022 01:13 AM, 11/05/2022 01:13 AM, Trouble Shooter is working on the problem, 11/05/2022 04:20 AM, 1238008];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[36]=[060,11/05/2022 01:36 AM, 11/05/2022 01:36 AM, Waiting for an available crew to perform repairs, , 1238037];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[37]=[061,11/05/2022 01:13 AM, 11/05/2022 01:13 AM, Trouble Shooter is working on the problem, 11/05/2022 04:20 AM, 1238008];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[38]=[061,11/05/2022 02:04 AM, 11/05/2022 02:04 AM, Waiting to be analyzed, , 1238048];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[39]=[063,11/05/2022 03:06 AM, 11/05/2022 03:06 AM, Waiting to be analyzed, , 1238085];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[40]=[063,11/05/2022 03:46 AM, 11/05/2022 03:46 AM, Waiting to be analyzed, , 1238120];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[41]=[067,11/05/2022 12:08 AM, 11/05/2022 12:08 AM, Waiting for an available crew to perform repairs, , 1237973];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[42]=[067,11/05/2022 12:29 AM, 11/05/2022 12:29 AM, Waiting for an available crew to perform repairs, , 1237984];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[43]=[068,11/05/2022 03:59 AM, 11/05/2022 03:59 AM, Customer Svc is working this single customer outage, , 1238140];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[44]=[071,11/05/2022 01:06 AM, 11/05/2022 01:06 AM, Waiting for an available crew to perform repairs, , 1237998];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[45]=[071,11/05/2022 01:16 AM, 11/05/2022 01:16 AM, Waiting to be analyzed, , 1238014];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[46]=[071,11/05/2022 01:17 AM, 11/05/2022 01:17 AM, Waiting for an available crew to perform repairs, , 1238017];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[47]=[071,11/05/2022 02:09 AM, 11/05/2022 02:09 AM, Trouble Shooter is determining repairs required, , 1238052];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[48]=[072,11/05/2022 03:12 AM, 11/05/2022 03:12 AM, Waiting to be analyzed, , 1238089];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[49]=[072,11/05/2022 03:15 AM, 11/05/2022 03:15 AM, Waiting to be analyzed, , 1238101];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[50]=[072,11/05/2022 03:15 AM, 11/05/2022 03:15 AM, Waiting to be analyzed, , 1238103];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[51]=[072,11/05/2022 03:21 AM, 11/05/2022 03:21 AM, Waiting to be analyzed, , 1238108];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[52]=[073,11/05/2022 01:03 AM, 11/05/2022 01:03 AM, Trouble Shooter is determining repairs required, , 1237997];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[53]=[073,11/05/2022 01:14 AM, 11/05/2022 01:14 AM, Trouble Shooter is determining repairs required, , 1238012];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
events[54]=[073,11/05/2022 01:21 AM, 11/05/2022 01:21 AM, Trouble Shooter is determining repairs required, , 1238020];,# of Outages: 100,Customers Affected: 5151,2022-11-05T09:21:53Z
