V1,V2,V3,V4,V5,V6,outage_num,cust_affected,time
events[0]=[009,09/25/2022 05:39 AM, 09/25/2022 05:39 AM, A crew is currently working on the problem, , 1231842];,# of Outages: 61,Customers Affected: 972,2022-09-26T13:58:36Z
events[1]=[050,09/26/2022 05:05 AM, 09/26/2022 05:05 AM, Trouble Shooter is determining repairs required, , 1232038];,# of Outages: 61,Customers Affected: 972,2022-09-26T13:58:36Z
events[2]=[051,09/26/2022 06:36 AM, 09/26/2022 06:36 AM, Trouble Shooter is determining repairs required, , 1232044];,# of Outages: 61,Customers Affected: 972,2022-09-26T13:58:36Z
events[3]=[051,09/26/2022 07:25 AM, 09/26/2022 07:25 AM, Trouble Shooter is determining repairs required, , 1232054];,# of Outages: 61,Customers Affected: 972,2022-09-26T13:58:36Z
events[4]=[052,09/25/2022 05:57 PM, 09/25/2022 05:57 PM, Waiting for an available crew to perform repairs, , 1232001];,# of Outages: 61,Customers Affected: 972,2022-09-26T13:58:36Z
events[5]=[052,09/26/2022 07:40 AM, 09/26/2022 07:40 AM, Trouble Shooter is determining repairs required, , 1232056];,# of Outages: 61,Customers Affected: 972,2022-09-26T13:58:36Z
events[6]=[052,09/26/2022 12:46 AM, 09/26/2022 12:46 AM, Trouble Shooter is determining repairs required, , 1232029];,# of Outages: 61,Customers Affected: 972,2022-09-26T13:58:36Z
events[7]=[056,09/25/2022 08:22 PM, 09/25/2022 08:22 PM, Waiting for an available crew to perform repairs, , 1232015];,# of Outages: 61,Customers Affected: 972,2022-09-26T13:58:36Z
events[8]=[060,09/26/2022 08:24 AM, 09/26/2022 08:24 AM, Trouble Shooter is determining repairs required, , 1232072];,# of Outages: 61,Customers Affected: 972,2022-09-26T13:58:36Z
events[9]=[061,09/26/2022 08:18 AM, 09/26/2022 08:18 AM, Trouble Shooter is determining repairs required, , 1232070];,# of Outages: 61,Customers Affected: 972,2022-09-26T13:58:36Z
events[10]=[062,09/24/2022 08:36 PM, 09/24/2022 08:36 PM, A crew is currently working on the problem, 09/26/2022 01:30 PM, 1231816];,# of Outages: 61,Customers Affected: 972,2022-09-26T13:58:36Z
events[11]=[062,09/25/2022 09:32 AM, 09/25/2022 09:32 AM, Tree Trimming is clearing debris from the area, , 1231903];,# of Outages: 61,Customers Affected: 972,2022-09-26T13:58:36Z
events[12]=[062,09/25/2022 10:36 PM, 09/25/2022 10:36 PM, A crew is currently working on the problem, 09/26/2022 01:30 PM, 1232024];,# of Outages: 61,Customers Affected: 972,2022-09-26T13:58:36Z
events[13]=[062,09/26/2022 06:15 AM, 09/26/2022 06:15 AM, A crew is currently working on the problem, 09/26/2022 01:30 PM, 1232043];,# of Outages: 61,Customers Affected: 972,2022-09-26T13:58:36Z
events[14]=[062,09/26/2022 07:04 AM, 09/26/2022 07:04 AM, Tree Trimming is clearing debris from the area, , 1232049];,# of Outages: 61,Customers Affected: 972,2022-09-26T13:58:36Z
events[15]=[062,09/26/2022 07:26 AM, 09/26/2022 07:26 AM, Trouble Shooter is determining repairs required, , 1232055];,# of Outages: 61,Customers Affected: 972,2022-09-26T13:58:36Z
events[16]=[062,09/26/2022 08:04 AM, 09/26/2022 08:04 AM, Customer Svc is working this single customer outage, , 1232066];,# of Outages: 61,Customers Affected: 972,2022-09-26T13:58:36Z
events[17]=[063,09/24/2022 08:54 PM, 09/24/2022 08:54 PM, A crew is currently working on the problem, , 1231959];,# of Outages: 61,Customers Affected: 972,2022-09-26T13:58:36Z
