V1,V2,V3,V4,V5,V6,outage_num,cust_affected,time
events[0]=[029,05/03/2022 04:47 AM, 05/03/2022 04:47 AM, The extent of the outage has been determined, , 1204994];,# of Outages: 10,Customers Affected: 341,2022-05-03T09:53:24Z
events[1]=[030,05/03/2022 04:47 AM, 05/03/2022 04:47 AM, The extent of the outage has been determined, , 1204994];,# of Outages: 10,Customers Affected: 341,2022-05-03T09:53:24Z
events[2]=[031,05/03/2022 04:47 AM, 05/03/2022 04:47 AM, The extent of the outage has been determined, , 1204994];,# of Outages: 10,Customers Affected: 341,2022-05-03T09:53:24Z
events[3]=[032,05/03/2022 04:47 AM, 05/03/2022 04:47 AM, The extent of the outage has been determined, , 1204994];,# of Outages: 10,Customers Affected: 341,2022-05-03T09:53:24Z
events[4]=[042,05/03/2022 04:47 AM, 05/03/2022 04:47 AM, The extent of the outage has been determined, , 1204994];,# of Outages: 10,Customers Affected: 341,2022-05-03T09:53:24Z
events[5]=[043,05/03/2022 04:47 AM, 05/03/2022 04:47 AM, The extent of the outage has been determined, , 1204994];,# of Outages: 10,Customers Affected: 341,2022-05-03T09:53:24Z
events[6]=[050,05/03/2022 04:07 AM, 05/03/2022 04:07 AM, Trouble Shooter is determining repairs required, , 1204980];,# of Outages: 10,Customers Affected: 341,2022-05-03T09:53:24Z
events[7]=[050,05/03/2022 04:12 AM, 05/03/2022 04:12 AM, Customer Svc is working this single customer outage, , 1204983];,# of Outages: 10,Customers Affected: 341,2022-05-03T09:53:24Z
events[8]=[066,05/03/2022 04:44 AM, 05/03/2022 04:44 AM, The extent of the outage has been determined, , 1204993];,# of Outages: 10,Customers Affected: 341,2022-05-03T09:53:24Z
events[9]=[073,05/03/2022 03:57 AM, 05/03/2022 03:57 AM, Waiting to be analyzed, , 1204976];,# of Outages: 10,Customers Affected: 341,2022-05-03T09:53:24Z
events[10]=[074,05/03/2022 04:14 AM, 05/03/2022 04:14 AM, Customer Svc is working this single customer outage, , 1204984];,# of Outages: 10,Customers Affected: 341,2022-05-03T09:53:24Z
events[11]=[083,05/03/2022 12:43 AM, 05/03/2022 12:43 AM, Waiting for an available crew to perform repairs, , 1204975];,# of Outages: 10,Customers Affected: 341,2022-05-03T09:53:24Z
events[12]=[085,05/03/2022 04:10 AM, 05/03/2022 04:10 AM, Trouble Shooter is determining repairs required, , 1204982];,# of Outages: 10,Customers Affected: 341,2022-05-03T09:53:24Z
events[13]=[085,05/03/2022 04:15 AM, 05/03/2022 04:15 AM, Trouble Shooter is determining repairs required, , 1204985];,# of Outages: 10,Customers Affected: 341,2022-05-03T09:53:24Z
events[14]=[087,05/03/2022 04:21 AM, 05/03/2022 04:21 AM, Waiting for an available crew to perform repairs, , 1204989];,# of Outages: 10,Customers Affected: 341,2022-05-03T09:53:24Z
