V1,V2,V3,V4,V5,V6,outage_num,cust_affected,time
events[0]=[060,10/06/2022 10:26 AM, 10/06/2022 10:26 AM, Waiting to be analyzed, , 1233227];,# of Outages: 14,Customers Affected: 67,2022-10-06T15:32:03Z
events[1]=[065,10/06/2022 09:49 AM, 10/06/2022 09:49 AM, Customer Svc is working this single customer outage, , 1233220];,# of Outages: 14,Customers Affected: 67,2022-10-06T15:32:03Z
events[2]=[073,10/06/2022 09:51 AM, 10/06/2022 09:51 AM, Trouble Shooter is working on the problem, 10/06/2022 12:30 PM, 1233222];,# of Outages: 14,Customers Affected: 67,2022-10-06T15:32:03Z
events[3]=[073,10/06/2022 09:59 AM, 10/06/2022 09:59 AM, Trouble Shooter is working on the problem, 10/06/2022 12:30 PM, 1233223];,# of Outages: 14,Customers Affected: 67,2022-10-06T15:32:03Z
events[4]=[075,10/06/2022 09:30 AM, 10/06/2022 09:30 AM, Customer Svc is working this single customer outage, , 1233217];,# of Outages: 14,Customers Affected: 67,2022-10-06T15:32:03Z
events[5]=[085,10/06/2022 09:49 AM, 10/06/2022 09:49 AM, A crew is currently working on the problem, 10/06/2022 12:30 PM, 1233221];,# of Outages: 14,Customers Affected: 67,2022-10-06T15:32:03Z
events[6]=[087,10/06/2022 09:22 AM, 10/06/2022 09:22 AM, Waiting to be analyzed, , 1233216];,# of Outages: 14,Customers Affected: 67,2022-10-06T15:32:03Z
events[7]=[088,10/05/2022 10:48 PM, 10/05/2022 10:48 PM, A crew is currently working on the problem, 10/06/2022 10:30 AM, 1233185];,# of Outages: 14,Customers Affected: 67,2022-10-06T15:32:03Z
events[8]=[088,10/06/2022 10:18 AM, 10/06/2022 10:18 AM, A crew is currently working on the problem, 10/06/2022 10:30 AM, 1233225];,# of Outages: 14,Customers Affected: 67,2022-10-06T15:32:03Z
events[9]=[088,10/06/2022 10:22 AM, 10/06/2022 10:22 AM, The extent of the outage has been determined, , 1233226];,# of Outages: 14,Customers Affected: 67,2022-10-06T15:32:03Z
events[10]=[099,10/06/2022 10:03 AM, 10/06/2022 10:03 AM, A crew is currently working on the problem, 10/06/2022 12:30 PM, 1233224];,# of Outages: 14,Customers Affected: 67,2022-10-06T15:32:03Z
events[11]=[107,10/06/2022 10:26 AM, 10/06/2022 10:26 AM, A crew is currently working on the problem, 10/06/2022 01:00 PM, 1233228];,# of Outages: 14,Customers Affected: 67,2022-10-06T15:32:03Z
events[12]=[113,10/06/2022 08:04 AM, 10/06/2022 08:04 AM, Trouble Shooter is working on the problem, 10/06/2022 10:30 AM, 1233207];,# of Outages: 14,Customers Affected: 67,2022-10-06T15:32:03Z
events[13]=[113,10/06/2022 08:11 AM, 10/06/2022 08:11 AM, Trouble Shooter is working on the problem, 10/06/2022 10:30 AM, 1233210];,# of Outages: 14,Customers Affected: 67,2022-10-06T15:32:03Z
